"whichPrime","trialType","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"CisHet","prime","19791"," ","2","2018316","","","","","","",""
"","iat","2582","j","5","2028021","Epilepsy","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1310","f","7","2029588","OCD","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","1418","f","9","2031262","Autism","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","813","f","11","2032330","Schizophrenia","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","668","f","13","2033253","Autism","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","930","j","15","2034437","Common Cold","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1010","f","17","2035702","PTSD","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","1254","j","19","2037210","Diabetes","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","807","f","21","2038272","Bipolar Disorder","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","1689","f","23","2040218","PTSD","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","940","f","25","2041414","Psychosis","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","819","j","27","2042488","Asthma","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1139","j","29","2043881","Influenza","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","881","f","31","2045016","Depression","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","732","j","33","2046002","Diabetes","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","889","j","35","2047146","Meningitis","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","802","f","37","2048203","Psychosis","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","1586","j","39","2050044","Pneumonia","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","614","j","41","2050911","Common Cold","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1040","j","43","2052206","Migraine","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","635","f","45","2053096","Bipolar Disorder","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","800","j","47","2054150","Arthritis","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","684","j","49","2055088","Epilepsy","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","806","j","51","2056148","Migraine","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","879","f","53","2057282","Anorexia","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","1966","j","55","2059502","Leukemia","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1341","f","57","2061098","Anorexia","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","1330","j","59","2062683","Pneumonia","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","643","j","61","2063581","Asthma","Physical illness","Physical illness","Mental illness","Physical illness","true",""
