"whichPrime","trialType","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"CisHet","prime","22165"," ","2","32573","","","","","","",""
"","iat","4239","j","5","49670","Genderqueer","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","4693","j","7","54618","Genderqueer","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1422","j","9","56295","Pansexual","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","2644","j","11","59194","Inclusivity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","2406","j","13","61853","Diversity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","3809","j","15","65913","Pansexual","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","2813","f","17","68979","Biological","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","3431","j","19","72663","Androgynous","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","930","j","21","73848","Bisexual","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1674","f","23","75776","Hetero","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","5662","f","25","81693","Inclusivity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","false",""
"","iat","2458","f","27","84405","Cissexual","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1678","f","29","86336","Traditional","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1344","j","31","87934","Diversity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","2251","f","33","90439","Heteronormative","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1658","f","35","92351","Heterosexual","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1115","j","37","93721","Transgender","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","2553","f","39","96529","Cisgendered","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","2166","j","41","98949","Queerness","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1459","f","43","100662","Hetero","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","2205","j","45","103120","Bisexual","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","2441","f","47","105815","Straight","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","2305","f","49","108374","Usual","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1504","f","51","110131","Traditional","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1252","f","53","111636","Cissexual","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","8632","f","55","120523","Cisgendered","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1538","j","57","122316","Fluidity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","3595","j","59","126164","Nonbinary","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","3035","f","61","129455","Straight","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1252","j","63","130960","Transgender","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","5553","j","65","136767","Queerness","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","2501","f","67","139522","Conformity","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1796","f","69","141572","Biological","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","4334","f","71","146159","Heteronormative","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","14951","j","73","161367","Androgynous","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","3671","f","75","165295","Heterosexual","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","2076","j","78","179351","Migraine","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1994","f","80","181601","Bipolar Disorder","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","5105","j","82","186960","Anorexia","Mental illness","Mental illness","Mental illness","Physical illness","false",""
"","iat","1986","f","84","189201","Bipolar Disorder","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","1865","j","86","191319","Migraine","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1536","f","88","193110","Depression","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","1399","f","90","194763","Schizophrenia","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","1809","f","92","196827","Anxiety","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","1229","j","94","198309","Leukemia","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1112","j","96","199676","Pneumonia","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1057","j","98","200987","Common Cold","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1116","j","100","202358","Arthritis","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","942","j","102","203554","Influenza","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","855","j","104","204662","Influenza","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1109","f","106","206024","Psychosis","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","1853","j","108","208131","Arthritis","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1719","j","110","210104","Meningitis","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","7162","j","112","217521","Asthma","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","4343","f","114","222117","PTSD","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","1027","f","116","223399","Panic Disorder","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","926","j","118","224578","Pneumonia","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1102","f","120","225932","Depression","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","3429","f","122","229615","Panic Disorder","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","744","j","124","230613","Leukemia","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","819","f","126","231686","OCD","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","827","f","128","232766","Schizophrenia","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","692","f","130","233712","Anxiety","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","915","j","132","234882","Diabetes","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","2045","f","134","237181","OCD","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","3486","j","136","240922","Diabetes","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","3810","f","138","244986","PTSD","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","2329","f","140","247570","Autism","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","7008","f","142","254832","Psychosis","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","1689","j","144","256776","Epilepsy","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1152","j","146","258183","Common Cold","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1018","j","148","259455","Meningitis","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","5593","j","151","282617","Biological","Cishet","Physical illness or Cishet","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","1275","j","153","284147","Straight","Cishet","Physical illness or Cishet","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","7724","j","155","292125","Diversity","LGBTQ+","Mental illness or LGBTQ+","Mental illness or LGBTQ+","Physical illness or Cishet","false",""
"","iat","7399","f","157","299779","Transgender","LGBTQ+","Mental illness or LGBTQ+","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","2564","j","159","302597","Meningitis","Physical illness","Physical illness or Cishet","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","1228","f","161","304079","Anxiety","Mental illness","Mental illness or LGBTQ+","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","2093","j","163","306426","Autism","Mental illness","Mental illness or LGBTQ+","Mental illness or LGBTQ+","Physical illness or Cishet","false",""
"","iat","6511","f","165","313192","Psychosis","Mental illness","Mental illness or LGBTQ+","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","1498","f","167","314944","Queerness","LGBTQ+","Mental illness or LGBTQ+","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","1915","j","169","317114","Asthma","Physical illness","Physical illness or Cishet","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","4500","j","171","321869","Hetero","Cishet","Physical illness or Cishet","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","2701","f","173","324825","Depression","Mental illness","Mental illness or LGBTQ+","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","2614","j","175","327692","Usual","Cishet","Physical illness or Cishet","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","7012","j","177","334958","Pneumonia","Physical illness","Physical illness or Cishet","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","875","j","179","336087","Arthritis","Physical illness","Physical illness or Cishet","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","1310","f","181","337651","Bisexual","LGBTQ+","Mental illness or LGBTQ+","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","3020","j","183","340923","Common Cold","Physical illness","Physical illness or Cishet","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","1800","j","185","342978","Influenza","Physical illness","Physical illness or Cishet","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
