"whichPrime","trialType","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"Control","prime","1425"," ","2","11809","","","","","","",""
"","iat","4200","j","5","36016","Androgynous","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","929","j","7","37201","Nonbinary","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1231","j","9","38687","Inclusivity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1012","j","11","39954","Bisexual","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","939","j","13","41148","Genderqueer","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","895","f","15","42296","Cissexual","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","969","j","17","43519","Bisexual","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","2326","f","19","46100","Conformity","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","4333","j","21","50686","Biological","Cishet","Cishet","Cishet","LGBTQ+","false",""
"","iat","1218","j","23","52158","Nonbinary","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","868","j","25","53281","Diversity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","705","j","27","54240","Pansexual","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","729","f","29","55223","Straight","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","860","j","31","56337","Diversity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","993","f","33","57583","Heteronormative","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","990","f","35","58828","Traditional","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","833","f","37","59916","Cissexual","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","647","j","39","60818","Biological","Cishet","Cishet","Cishet","LGBTQ+","false",""
"","iat","1549","f","41","62621","Heteronormative","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","788","j","43","63665","Genderqueer","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1381","j","45","65300","Fluidity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1115","f","47","66670","Conformity","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","986","f","49","67909","Cisgendered","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","980","f","51","69143","Hetero","Cishet","Cishet","Cishet","LGBTQ+","true",""
