"whichPrime","trialType","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"Queer","prime","11520"," ","2","26847","","","","","","",""
"","iat","1452","f","5","38025","Nonbinary","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","2568","f","7","40852","Diversity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","806","f","9","41917","Transgender","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","660","f","11","42837","Queerness","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","2166","f","13","45260","Heteronormative","Cishet","Cishet","LGBTQ+","Cishet","false",""
"","iat","869","j","15","46381","Straight","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","887","j","17","47523","Heterosexual","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1151","f","19","48940","Fluidity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","972","j","21","50167","Cisgendered","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","671","f","23","51103","Bisexual","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","950","j","25","52322","Cisgendered","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1419","f","27","53996","Diversity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","2419","j","29","56681","Conformity","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","770","j","31","57717","Traditional","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","792","j","33","58773","Cissexual","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","671","j","35","59701","Hetero","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1495","j","37","61447","Usual","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1042","f","39","62748","Transgender","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","695","f","41","63708","Nonbinary","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","974","j","43","64939","Usual","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","932","f","45","66122","Pansexual","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","2202","f","47","68583","Biological","Cishet","Cishet","LGBTQ+","Cishet","false",""
"","iat","1472","j","49","70310","Traditional","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","934","f","51","71506","Androgynous","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","625","f","53","72388","Genderqueer","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","666","j","55","73313","Straight","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1159","f","57","74739","Inclusivity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","1010","j","59","76011","Hetero","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","663","f","61","76942","Fluidity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","870","f","63","78073","Queerness","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","653","f","65","78992","Genderqueer","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","796","f","67","80040","Cissexual","Cishet","Cishet","LGBTQ+","Cishet","false",""
"","iat","3013","j","69","83307","Conformity","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1925","j","71","85494","Heteronormative","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","989","f","73","86747","Androgynous","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","617","f","75","87621","Bisexual","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","1139","f","78","90919","Autism","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","980","f","80","92158","Epilepsy","Physical illness","Physical illness","Mental illness","Physical illness","false",""
"","iat","839","j","82","93264","Common Cold","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1022","f","84","94552","Depression","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","728","j","86","95542","Asthma","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","823","j","88","96622","Migraine","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","841","j","90","97716","Arthritis","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1857","j","92","99836","Asthma","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","603","j","94","100696","Diabetes","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1004","f","96","101955","Anorexia","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","755","j","98","102969","Arthritis","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1796","f","100","105022","Anxiety","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","961","j","102","106244","Epilepsy","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","2342","j","104","108848","Diabetes","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","671","f","106","109776","Anxiety","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","748","j","108","110787","Meningitis","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","553","j","110","111607","Leukemia","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","601","j","112","112467","Influenza","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","742","f","114","113465","Autism","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","981","f","116","114700","Schizophrenia","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","646","f","118","115600","PTSD","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","812","j","120","116676","Influenza","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","680","f","122","117620","Bipolar Disorder","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","919","f","124","118796","PTSD","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","891","f","126","119954","Anorexia","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","588","f","128","120806","OCD","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","660","j","130","121733","Pneumonia","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","682","f","132","122675","Panic Disorder","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","710","f","134","123643","Depression","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","613","f","136","124512","Bipolar Disorder","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","731","f","138","125506","Pneumonia","Physical illness","Physical illness","Mental illness","Physical illness","false",""
"","iat","863","f","140","126637","Psychosis","Mental illness","Mental illness","Mental illness","Physical illness","true",""
