"whichPrime","trialType","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"Control","prime","20885"," ","2","31839","","","","","","",""
"","iat","1853","j","5","47740","Meningitis","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1240","j","7","49234","Arthritis","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","970","f","9","50457","Schizophrenia","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","909","j","11","51619","Common Cold","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","890","f","13","52763","Epilepsy","Physical illness","Physical illness","Mental illness","Physical illness","false",""
"","iat","837","f","15","53854","Psychosis","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","1236","f","17","55342","Anxiety","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","1035","j","19","56629","Arthritis","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1200","f","21","58083","Migraine","Physical illness","Physical illness","Mental illness","Physical illness","false",""
"","iat","970","f","23","59307","Panic Disorder","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","1901","j","25","61462","Asthma","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","966","f","27","62682","Depression","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","908","j","29","63844","Leukemia","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1020","j","31","65115","Diabetes","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","962","f","33","66330","Migraine","Physical illness","Physical illness","Mental illness","Physical illness","false",""
"","iat","1790","f","35","68372","Depression","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","815","f","37","69440","Anxiety","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","849","f","39","70543","Panic Disorder","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","1246","j","41","72043","Influenza","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1038","f","43","73335","Autism","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","1886","f","45","75475","Epilepsy","Physical illness","Physical illness","Mental illness","Physical illness","false",""
"","iat","974","j","47","76703","Influenza","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1136","f","49","78091","Anorexia","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","1855","j","51","80199","Pneumonia","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","846","f","53","81298","Psychosis","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","1669","f","55","83220","Autism","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","885","f","57","84357","Bipolar Disorder","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","908","j","59","85520","Meningitis","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","954","f","61","86727","Anorexia","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","886","f","63","87866","OCD","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","921","f","65","89039","PTSD","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","829","f","67","90121","PTSD","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","1241","j","69","91615","Asthma","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1156","f","71","93026","Bipolar Disorder","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","930","j","73","94208","Pneumonia","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1106","j","75","95568","Leukemia","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1458","f","78","107670","Queerness","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","1126","j","80","109050","Cisgendered","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1202","j","82","110505","Conformity","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1226","f","84","111997","Androgynous","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","4382","j","86","116729","Biological","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1718","j","88","118699","Hetero","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1231","f","90","120182","Fluidity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","1174","j","92","121610","Traditional","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1392","f","94","123255","Androgynous","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","1083","j","96","124591","Heteronormative","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","2764","f","98","127609","Inclusivity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","1242","f","100","129103","Queerness","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
