"whichPrime","trialType","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"CisHet","prime","13201"," ","2","18806","","","","","","",""
"","iat","1295","f","5","45066","Fluidity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","1042","j","7","46365","Usual","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","942","j","9","47563","Traditional","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1554","f","11","49373","Androgynous","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","1097","j","13","50727","Hetero","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1367","f","15","52350","Cisgendered","Cishet","Cishet","LGBTQ+","Cishet","false",""
"","iat","1824","f","17","54429","Genderqueer","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","884","f","19","55569","Transgender","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","2629","f","21","58457","Fluidity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","904","f","23","59617","Genderqueer","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","711","f","25","60584","Queerness","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","1000","j","27","61842","Cisgendered","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","2108","f","29","64203","Nonbinary","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","2015","f","31","66474","Inclusivity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","1895","j","33","68625","Cissexual","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1508","j","35","70390","Biological","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","736","j","37","71382","Biological","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1135","j","39","72773","Heteronormative","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","915","f","41","73942","Androgynous","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","765","j","43","74963","Usual","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","996","f","45","76213","Queerness","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","877","j","47","77347","Conformity","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","945","j","49","78548","Heteronormative","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1161","f","51","79964","Diversity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","2000","j","53","82220","Conformity","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1712","f","55","84187","Bisexual","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","922","f","57","85365","Nonbinary","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","973","f","59","86593","Pansexual","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","605","f","61","87454","Pansexual","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","1103","j","63","88811","Straight","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","540","j","65","89606","Straight","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","801","j","67","90663","Traditional","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","662","j","69","91580","Heterosexual","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1217","f","71","93053","Inclusivity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","812","j","73","94121","Hetero","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","856","f","75","95233","Bisexual","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","1959","f","78","100786","Panic Disorder","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","1624","j","80","102665","Diabetes","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1303","j","82","104224","Autism","Mental illness","Mental illness","Mental illness","Physical illness","false",""
"","iat","1372","j","84","105850","Asthma","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1915","f","86","108021","Psychosis","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","836","j","88","109111","Diabetes","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","982","f","90","110346","OCD","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","848","j","92","111449","Leukemia","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","751","f","94","112455","Depression","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","797","j","96","113506","Meningitis","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","1048","f","98","114811","PTSD","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","857","j","100","115923","Influenza","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","2083","j","102","118263","Meningitis","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","815","j","104","119334","Pneumonia","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","871","f","106","120459","Bipolar Disorder","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","913","f","108","121626","Epilepsy","Physical illness","Physical illness","Mental illness","Physical illness","false",""
"","iat","906","f","110","122787","PTSD","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","779","j","112","123819","Pneumonia","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","776","f","114","124850","Panic Disorder","Mental illness","Mental illness","Mental illness","Physical illness","true",""
