"whichPrime","trialType","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"Queer","prime","35918"," ","2","48967","","","","","","",""
"","iat","6806","j","5","72997","Depression","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","6710","j","7","79975","Anorexia","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","3169","f","9","83397","Asthma","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1559","j","11","85224","Autism","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1446","j","13","86930","Anorexia","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1358","j","15","88550","PTSD","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1889","f","17","90699","Leukemia","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1485","j","19","92439","Psychosis","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1689","f","21","94395","Pneumonia","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","2964","f","23","97613","Migraine","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","2065","f","25","99932","Diabetes","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1193","f","27","101390","Asthma","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","2482","j","29","104139","OCD","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","732","j","31","105135","Anxiety","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1254","f","33","106641","Influenza","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1609","f","35","108504","Meningitis","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1364","f","37","110127","Epilepsy","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1059","f","39","111442","Meningitis","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1657","j","41","113363","Panic Disorder","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","3869","f","43","117485","Arthritis","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1359","f","45","119106","Common Cold","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","812","j","47","120173","Anxiety","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","547","j","49","120972","Depression","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","834","j","51","122060","PTSD","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","956","f","53","123274","Epilepsy","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1831","f","55","125364","Migraine","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","776","f","57","126406","Leukemia","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","2143","f","59","128804","Arthritis","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1542","j","61","130609","Bipolar Disorder","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","766","j","63","131635","Autism","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","858","f","65","132758","Diabetes","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","789","j","67","133814","OCD","Mental illness","Mental illness","Physical illness","Mental illness","true",""
