"whichPrime","trialType","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"Queer","prime","20574"," ","2","43890","","","","","","",""
"","iat","1102","f","5","60933","Straight","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","3114","f","7","64301","Biological","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1568","j","9","66125","Queerness","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","2140","f","11","68519","Traditional","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","2220","f","13","70994","Conformity","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1375","j","15","72624","Fluidity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","807","f","17","73685","Straight","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","771","j","19","74711","Bisexual","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","4125","f","21","79091","Cissexual","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","7489","j","23","86834","Usual","Cishet","Cishet","Cishet","LGBTQ+","false",""
"","iat","797","j","25","87885","Transgender","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1150","f","27","89290","Biological","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","901","f","29","90445","Conformity","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","908","f","31","91608","Heterosexual","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","944","f","33","92807","Cisgendered","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1015","j","35","94076","Usual","Cishet","Cishet","Cishet","LGBTQ+","false",""
"","iat","1250","j","37","95580","Androgynous","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","750","j","39","96585","Bisexual","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","704","f","41","97544","Hetero","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","761","j","43","98560","Transgender","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","796","j","45","99611","Nonbinary","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","679","j","47","100543","Nonbinary","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","892","f","49","101689","Cisgendered","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1452","f","51","103395","Traditional","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","2150","f","53","105798","Cissexual","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","746","j","55","106799","Pansexual","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1007","j","57","108058","Diversity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","980","j","59","109293","Inclusivity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","828","j","61","110376","Androgynous","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","631","f","63","111260","Hetero","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","662","j","65","112177","Queerness","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1056","j","67","113487","Fluidity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1100","j","69","114841","Genderqueer","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1254","j","71","116349","Diversity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1484","j","73","118087","Inclusivity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1093","f","75","119435","Heteronormative","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1343","f","78","126724","Common Cold","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","748","j","80","127728","Anxiety","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","784","f","82","128767","Influenza","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","744","f","84","129765","Diabetes","Physical illness","Physical illness","Physical illness","Mental illness","true",""
