"whichPrime","trialType","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"Queer","prime","58854"," ","2","98457","","","","","","",""
"","iat","1733","j","5","123875","Asthma","Physical illness","Physical illness","Physical illness","Mental illness","false",""
"","iat","5728","f","7","129859","Common Cold","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1333","j","9","131448","Autism","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","853","f","11","132557","Arthritis","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","2204","j","13","135016","PTSD","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","955","j","15","136226","Panic Disorder","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","767","j","17","137248","Bipolar Disorder","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","815","f","19","138318","Influenza","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","799","j","21","139373","Psychosis","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","948","f","23","140577","Arthritis","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1185","f","25","142017","Meningitis","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","645","j","27","142917","PTSD","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","945","f","29","144115","Migraine","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","867","j","31","145237","OCD","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","789","f","33","146281","Pneumonia","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","927","j","35","147463","Panic Disorder","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","996","j","37","148714","Schizophrenia","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","839","j","39","149809","Psychosis","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","609","j","41","150673","OCD","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","623","f","43","151551","Meningitis","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","774","j","45","152581","Anxiety","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","668","j","47","153504","Anxiety","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1306","f","49","155064","Epilepsy","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","732","j","51","156050","Depression","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1251","f","53","157556","Leukemia","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","930","f","55","158741","Influenza","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","635","f","57","159630","Epilepsy","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","641","f","59","160524","Diabetes","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","630","f","61","161407","Pneumonia","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","916","j","63","162578","Schizophrenia","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1215","f","65","164048","Common Cold","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","758","j","67","165060","Anorexia","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","683","f","69","165996","Migraine","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","598","j","71","166847","Bipolar Disorder","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","880","f","73","167983","Asthma","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","626","j","75","168863","Autism","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1319","f","78","182119","Heterosexual","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","2608","f","80","184980","Cissexual","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","6499","f","82","191735","Heterosexual","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1034","j","84","193023","Queerness","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","988","j","86","194266","Bisexual","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1443","f","88","195965","Hetero","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","851","f","90","197071","Hetero","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1956","f","92","199282","Usual","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1971","j","94","201509","Transgender","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1053","j","96","202817","Androgynous","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1112","f","98","204184","Straight","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1010","j","100","205449","Nonbinary","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1056","f","102","206760","Heteronormative","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1004","j","104","208017","Nonbinary","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","788","f","106","209061","Heteronormative","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1710","f","108","211027","Cisgendered","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","931","f","110","212212","Biological","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1333","f","112","213798","Usual","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1529","j","114","215581","Diversity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1014","f","116","216850","Biological","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","767","j","118","217873","Pansexual","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1118","f","120","219243","Straight","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1043","j","122","220541","Genderqueer","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","741","j","124","221537","Queerness","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1122","j","126","222916","Inclusivity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1194","f","128","224364","Traditional","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1034","j","130","225652","Transgender","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1671","f","132","227578","Conformity","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1178","j","134","229011","Fluidity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","984","f","136","230251","Conformity","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","723","j","138","231230","Pansexual","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
