"whichPrime","trialType","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"Control","prime","10945"," ","2","20711","","","","","","",""
"","iat","1655","j","5","35219","Arthritis","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","545","j","7","36019","Meningitis","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","717","f","9","36991","Psychosis","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","562","f","11","37807","Depression","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","455","f","13","38517","Anxiety","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","600","j","15","39373","Common Cold","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","575","j","17","40202","Influenza","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","564","j","19","41021","Leukemia","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","417","j","21","41693","Anorexia","Mental illness","Mental illness","Mental illness","Physical illness","false",""
"","iat","1240","j","23","43187","Pneumonia","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","675","f","25","44117","Schizophrenia","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","443","f","27","44813","Epilepsy","Physical illness","Physical illness","Mental illness","Physical illness","false",""
"","iat","1136","j","29","46204","Leukemia","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","618","j","31","47075","Influenza","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","516","f","33","47844","Anorexia","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","420","f","35","48518","OCD","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","405","f","37","49178","Psychosis","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","445","f","39","49877","Pneumonia","Physical illness","Physical illness","Mental illness","Physical illness","false",""
"","iat","573","f","41","50702","PTSD","Mental illness","Mental illness","Mental illness","Physical illness","true",""
"","iat","971","j","43","51928","Migraine","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","507","j","45","52689","Common Cold","Physical illness","Physical illness","Mental illness","Physical illness","true",""
"","iat","536","f","47","53479","OCD","Mental illness","Mental illness","Mental illness","Physical illness","true",""
