"whichPrime","trialType","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"Queer","prime","56410"," ","1","64432","","","","","","",""
"","iat","3878","j","4","145274","Nonbinary","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","2003","j","6","147534","Androgynous","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","2062","f","8","149850","Heteronormative","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","2291","j","10","152397","Inclusivity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1974","j","12","154626","Androgynous","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1279","f","14","156158","Cissexual","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","972","f","16","157384","Hetero","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","856","f","18","158493","Straight","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","2319","j","20","161067","Bisexual","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","790","f","22","162111","Hetero","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1026","f","24","163391","Biological","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","822","j","26","164466","Pansexual","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1070","f","28","165791","Cisgendered","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","705","j","30","166750","Queerness","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","913","f","32","167916","Cisgendered","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","858","j","34","169028","Diversity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1087","f","36","170369","Usual","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","938","j","38","171561","Transgender","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","718","f","40","172533","Conformity","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","513","f","42","173301","Straight","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","601","f","44","174156","Usual","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","565","j","46","174976","Queerness","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","632","f","48","175863","Heterosexual","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","613","j","50","176730","Nonbinary","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","872","j","52","177856","Fluidity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","739","f","54","178849","Traditional","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","712","f","56","179814","Heteronormative","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","642","f","58","180709","Cissexual","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","566","j","60","181530","Pansexual","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","578","f","62","182362","Traditional","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","775","j","64","183392","Fluidity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","774","j","66","184420","Diversity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","555","j","68","185228","Genderqueer","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","681","f","70","186164","Biological","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","702","j","72","187118","Bisexual","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","738","j","74","188110","Transgender","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1018","f","77","198789","Meningitis","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","621","j","79","199665","Migraine","Physical illness","Physical illness","Physical illness","Mental illness","false",""
"","iat","715","j","81","200634","Panic Disorder","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1288","j","83","202176","Depression","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","815","f","85","203246","Pneumonia","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","789","f","87","204289","Meningitis","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","810","j","89","205352","OCD","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","651","f","91","206256","Arthritis","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","953","f","93","207464","Autism","Mental illness","Mental illness","Physical illness","Mental illness","false",""
"","iat","808","j","95","208526","Bipolar Disorder","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","667","j","97","209446","Psychosis","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","516","j","99","210215","Schizophrenia","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","624","f","101","211092","Leukemia","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","572","j","103","211919","Depression","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","746","f","105","212920","Common Cold","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","852","j","107","214026","Anxiety","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1026","j","109","215307","Anorexia","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","671","f","111","216232","Common Cold","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","555","f","113","217041","Epilepsy","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","767","f","115","218063","Autism","Mental illness","Mental illness","Physical illness","Mental illness","false",""
"","iat","738","f","117","219055","Influenza","Physical illness","Physical illness","Physical illness","Mental illness","true",""
