"whichPrime","trialType","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"Queer","prime","34736"," ","2","43218","","","","","","",""
"","iat","6283","f","5","93096","Autism","Mental illness","Mental illness","Physical illness","Mental illness","false",""
"","iat","9841","j","7","103194","OCD","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1384","f","9","104837","Leukemia","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1381","j","11","106482","Meningitis","Physical illness","Physical illness","Physical illness","Mental illness","false",""
"","iat","1677","j","13","108413","Arthritis","Physical illness","Physical illness","Physical illness","Mental illness","false",""
"","iat","1736","f","15","110406","Psychosis","Mental illness","Mental illness","Physical illness","Mental illness","false",""
"","iat","1204","j","17","111872","Influenza","Physical illness","Physical illness","Physical illness","Mental illness","false",""
"","iat","1473","f","19","113609","Asthma","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","791","f","21","114659","Influenza","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1390","j","23","116307","OCD","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1443","j","25","118011","Panic Disorder","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1251","j","27","119521","PTSD","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1174","f","29","120960","Common Cold","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1368","f","31","122587","Epilepsy","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1675","j","33","124526","Anorexia","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1841","j","35","126627","Psychosis","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1082","f","37","127968","Leukemia","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1756","f","39","129969","Migraine","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1287","j","41","131517","Anxiety","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1674","f","43","133453","Autism","Mental illness","Mental illness","Physical illness","Mental illness","false",""
"","iat","2860","f","45","136572","Migraine","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1304","j","47","138134","Panic Disorder","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","883","f","49","139279","Pneumonia","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1993","j","51","141539","Schizophrenia","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1025","f","53","142822","Asthma","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1038","f","55","144119","Diabetes","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","928","f","57","145305","Pneumonia","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1300","f","59","146866","Arthritis","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1110","j","61","148236","Anxiety","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1302","f","63","149795","Meningitis","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1025","j","65","151084","Schizophrenia","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1456","f","67","152800","Common Cold","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1114","j","69","154174","Depression","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","4661","j","71","159088","Anorexia","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","789","j","73","160136","Bipolar Disorder","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1017","j","75","161414","Depression","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","7843","j","78","181624","Androgynous","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","false",""
"","iat","3492","f","80","185373","Pansexual","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","4424","f","82","190061","Genderqueer","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","5144","j","84","195464","Fluidity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","false",""
"","iat","910","j","86","196631","Straight","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","2143","j","88","199031","Cissexual","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","6570","j","90","205857","Inclusivity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","false",""
"","iat","1252","f","92","207371","Transgender","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","1579","j","94","209215","Conformity","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1314","j","96","210784","Cisgendered","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1075","j","98","212127","Heterosexual","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1943","j","100","214330","Heteronormative","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1924","j","102","216513","Usual","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","904","j","104","217676","Traditional","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1657","j","106","219593","Androgynous","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","false",""
"","iat","1216","j","108","221068","Hetero","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1100","f","110","222422","Bisexual","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","858","j","112","223544","Cisgendered","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1775","f","114","225579","Nonbinary","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","3185","f","116","229021","Biological","Cishet","Cishet","LGBTQ+","Cishet","false",""
"","iat","5132","f","118","234418","Bisexual","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","796","f","120","235482","Queerness","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","768","j","122","236506","Straight","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1221","f","124","237991","Genderqueer","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","3942","j","126","242196","Heteronormative","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1749","f","128","244204","Fluidity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","1547","j","130","246017","Usual","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","4650","j","132","250914","Cissexual","Cishet","Cishet","LGBTQ+","Cishet","true",""
