"whichPrime","trialType","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"Control","prime","11631"," ","2","21367","","","","","","",""
"","iat","3337","f","5","32480","Heterosexual","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1903","j","7","34639","Nonbinary","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1519","j","9","36414","Nonbinary","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1908","f","11","38578","Heteronormative","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1343","f","13","40175","Straight","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1483","f","15","41912","Conformity","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","935","f","17","43102","Cissexual","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1216","f","19","44572","Hetero","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1655","j","21","46482","Bisexual","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1124","f","23","47861","Androgynous","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","false",""
"","iat","1655","f","25","49771","Straight","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","1321","f","27","51347","Hetero","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","721","j","29","52321","Pansexual","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1218","f","31","53794","Traditional","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","875","j","33","54924","Transgender","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1273","j","35","56451","Queerness","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","1012","j","37","57719","Transgender","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","2500","f","39","60473","Conformity","Cishet","Cishet","Cishet","LGBTQ+","true",""
"","iat","718","j","41","61447","Diversity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","673","j","43","62374","Bisexual","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","774","j","45","63403","Inclusivity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","691","j","47","64348","Fluidity","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
"","iat","675","f","49","65279","Androgynous","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","false",""
"","iat","1945","j","51","67477","Queerness","LGBTQ+","LGBTQ+","Cishet","LGBTQ+","true",""
