"whichPrime","trialType","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"Queer","prime","23747"," ","2","29072","","","","","","",""
"","iat","925","f","5","42451","Genderqueer","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","634","j","7","43341","Straight","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","2663","j","9","46260","Heterosexual","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","3551","j","11","50067","Androgynous","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","false",""
"","iat","1677","j","13","52000","Cisgendered","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","746","j","15","53001","Hetero","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1161","f","17","54418","Inclusivity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","2277","j","19","56950","Biological","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","3383","j","21","60587","Heteronormative","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","673","f","23","61515","Transgender","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","704","f","25","62472","Pansexual","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","1448","j","27","64174","Usual","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1794","f","29","66224","Diversity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","725","j","31","67206","Hetero","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","718","f","33","68179","Fluidity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","959","j","35","69392","Cisgendered","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1675","j","37","71321","Conformity","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","871","j","39","72445","Biological","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","834","j","41","73534","Traditional","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","689","f","43","74478","Nonbinary","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","492","f","45","75225","Queerness","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","779","j","47","76258","Diversity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","false",""
"","iat","2221","f","49","78733","Genderqueer","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","1039","j","51","80027","Cissexual","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","862","f","53","81144","Bisexual","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","596","f","55","81993","Fluidity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","741","f","57","82988","Transgender","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","645","f","59","83887","Androgynous","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","775","f","61","84916","Inclusivity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","717","j","63","85888","Usual","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","709","j","65","86853","Heterosexual","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","672","f","67","87780","Nonbinary","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","758","f","69","88793","Pansexual","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","945","j","71","89992","Straight","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1792","j","73","92039","Conformity","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","2270","j","75","94564","Cissexual","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","967","j","78","100683","Anxiety","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","972","j","80","101910","Schizophrenia","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","930","f","82","103094","Arthritis","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","815","j","84","104165","PTSD","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","659","j","86","105080","Anorexia","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","704","f","88","106039","Epilepsy","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","792","j","90","107086","Panic Disorder","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","725","j","92","108066","Anxiety","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","540","j","94","108862","PTSD","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","761","f","96","109877","Diabetes","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","457","f","98","110589","Depression","Mental illness","Mental illness","Physical illness","Mental illness","false",""
"","iat","1004","f","100","111850","Epilepsy","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1052","j","102","113156","Autism","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1648","f","104","115059","Pneumonia","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","655","f","106","115968","Asthma","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","716","f","108","116937","Influenza","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","592","f","110","117785","Migraine","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","639","j","112","118682","OCD","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1483","j","114","120421","Panic Disorder","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","517","j","116","121193","Leukemia","Physical illness","Physical illness","Physical illness","Mental illness","false",""
"","iat","917","j","118","122365","Schizophrenia","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","984","j","120","123606","Bipolar Disorder","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","614","f","122","124474","Meningitis","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","507","f","124","125234","Influenza","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1063","j","126","126552","Bipolar Disorder","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","936","j","128","127767","Psychosis","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","601","f","130","128639","Meningitis","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","676","j","132","129574","OCD","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1121","f","134","130949","Diabetes","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","521","f","136","131725","Migraine","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","586","f","138","132566","Pneumonia","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","675","f","140","133495","Asthma","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","759","f","142","134510","Common Cold","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","844","j","144","135609","Autism","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","774","j","146","136637","Psychosis","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","840","f","148","137732","Leukemia","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","2655","j","151","157664","Genderqueer","LGBTQ+","Physical illness or LGBTQ+","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","1289","j","153","159208","Influenza","Physical illness","Physical illness or LGBTQ+","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","858","j","155","160320","Heteronormative","Cishet","Mental illness or Cishet","Mental illness or Cishet","Physical illness or LGBTQ+","false",""
"","iat","1315","f","157","161891","Psychosis","Mental illness","Mental illness or Cishet","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","861","f","159","163007","Panic Disorder","Mental illness","Mental illness or Cishet","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","659","f","161","163921","OCD","Mental illness","Mental illness or Cishet","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","962","j","163","165138","Meningitis","Physical illness","Physical illness or LGBTQ+","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","1243","j","165","166637","Androgynous","LGBTQ+","Physical illness or LGBTQ+","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","2112","f","167","169003","Cisgendered","Cishet","Mental illness or Cishet","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","1837","f","169","171096","Hetero","Cishet","Mental illness or Cishet","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","829","j","171","172181","Nonbinary","LGBTQ+","Physical illness or LGBTQ+","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","1184","j","173","173619","Arthritis","Physical illness","Physical illness or LGBTQ+","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","1095","f","175","174969","Pansexual","LGBTQ+","Physical illness or LGBTQ+","Mental illness or Cishet","Physical illness or LGBTQ+","false",""
"","iat","1791","f","177","177015","Straight","Cishet","Mental illness or Cishet","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","1909","f","179","179179","Autism","Mental illness","Mental illness or Cishet","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","994","f","181","180427","Schizophrenia","Mental illness","Mental illness or Cishet","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","1146","j","183","181828","Fluidity","LGBTQ+","Physical illness or LGBTQ+","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","971","j","185","183054","Epilepsy","Physical illness","Physical illness or LGBTQ+","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","964","j","187","184273","Transgender","LGBTQ+","Physical illness or LGBTQ+","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","726","j","189","185252","Leukemia","Physical illness","Physical illness or LGBTQ+","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","816","f","191","186322","Depression","Mental illness","Mental illness or Cishet","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","1506","f","193","188084","Traditional","Cishet","Mental illness or Cishet","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","1548","j","195","189888","Inclusivity","LGBTQ+","Physical illness or LGBTQ+","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","706","j","197","190849","Diversity","LGBTQ+","Physical illness or LGBTQ+","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","1588","j","199","192693","Migraine","Physical illness","Physical illness or LGBTQ+","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","2074","f","201","195022","Cissexual","Cishet","Mental illness or Cishet","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","3032","f","203","198309","Asthma","Physical illness","Physical illness or LGBTQ+","Mental illness or Cishet","Physical illness or LGBTQ+","false",""
"","iat","1459","j","205","200022","Pneumonia","Physical illness","Physical illness or LGBTQ+","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","1338","f","207","201616","Conformity","Cishet","Mental illness or Cishet","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","617","j","209","202489","Biological","Cishet","Mental illness or Cishet","Mental illness or Cishet","Physical illness or LGBTQ+","false",""
"","iat","1552","j","211","204295","Queerness","LGBTQ+","Physical illness or LGBTQ+","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","3412","f","213","207962","Anxiety","Mental illness","Mental illness or Cishet","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","2754","f","215","210971","Usual","Cishet","Mental illness or Cishet","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","1284","j","217","212510","Common Cold","Physical illness","Physical illness or LGBTQ+","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","935","f","219","213700","PTSD","Mental illness","Mental illness or Cishet","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","553","f","221","214508","Bipolar Disorder","Mental illness","Mental illness or Cishet","Mental illness or Cishet","Physical illness or LGBTQ+","true",""
"","iat","1115","f","224","221984","Inclusivity","LGBTQ+","Mental illness or LGBTQ+","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","587","f","226","222826","Genderqueer","LGBTQ+","Mental illness or LGBTQ+","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","609","f","228","223690","Nonbinary","LGBTQ+","Mental illness or LGBTQ+","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","852","j","230","224797","Asthma","Physical illness","Physical illness or Cishet","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","631","j","232","225682","Pneumonia","Physical illness","Physical illness or Cishet","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","591","j","234","226529","Bipolar Disorder","Mental illness","Mental illness or LGBTQ+","Mental illness or LGBTQ+","Physical illness or Cishet","false",""
"","iat","1094","j","236","227878","Traditional","Cishet","Physical illness or Cishet","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","644","j","238","228777","Usual","Cishet","Physical illness or Cishet","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","682","j","240","229715","Cissexual","Cishet","Physical illness or Cishet","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","1953","j","242","231923","Fluidity","LGBTQ+","Mental illness or LGBTQ+","Mental illness or LGBTQ+","Physical illness or Cishet","false",""
"","iat","1666","j","244","233844","Migraine","Physical illness","Physical illness or Cishet","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","1292","f","246","235391","Biological","Cishet","Physical illness or Cishet","Mental illness or LGBTQ+","Physical illness or Cishet","false",""
"","iat","3225","f","248","238871","Anorexia","Mental illness","Mental illness or LGBTQ+","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","1865","j","250","240991","Common Cold","Physical illness","Physical illness or Cishet","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","1141","j","252","242388","Cisgendered","Cishet","Physical illness or Cishet","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","1458","j","254","244101","Epilepsy","Physical illness","Physical illness or Cishet","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","675","j","256","245031","Meningitis","Physical illness","Physical illness or Cishet","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","795","f","258","246081","Diversity","LGBTQ+","Mental illness or LGBTQ+","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","766","f","260","247102","Androgynous","LGBTQ+","Mental illness or LGBTQ+","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","731","f","262","248089","Depression","Mental illness","Mental illness or LGBTQ+","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","612","f","264","248956","PTSD","Mental illness","Mental illness or LGBTQ+","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","725","j","266","249933","Arthritis","Physical illness","Physical illness or Cishet","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","671","f","268","250856","Anxiety","Mental illness","Mental illness or LGBTQ+","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","964","j","270","252074","Leukemia","Physical illness","Physical illness or Cishet","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
"","iat","881","f","272","253210","Schizophrenia","Mental illness","Mental illness or LGBTQ+","Mental illness or LGBTQ+","Physical illness or Cishet","true",""
