"whichPrime","trialType","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"Control","prime","24065"," ","2","30133","","","","","","",""
"","iat","3551","j","5","46848","Psychosis","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","859","j","7","47961","Bipolar Disorder","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1735","f","9","49951","Migraine","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1157","f","11","51364","Common Cold","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1220","f","13","52838","Leukemia","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1140","f","15","54233","Asthma","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1180","j","17","55667","Schizophrenia","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1439","j","19","57358","Anorexia","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1243","j","21","58854","Panic Disorder","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","770","f","23","59879","Migraine","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1488","f","25","61621","Epilepsy","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1333","j","27","63208","OCD","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1914","j","29","65376","Bipolar Disorder","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","844","f","31","66473","Diabetes","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","654","f","33","67381","Common Cold","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1346","f","35","68981","Pneumonia","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","680","j","37","69915","Psychosis","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","592","f","39","70761","Pneumonia","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1076","j","41","72092","Autism","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","995","j","43","73342","Anxiety","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1579","f","45","75175","Diabetes","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","742","j","47","76172","Autism","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","749","j","49","77176","Panic Disorder","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","614","j","51","78045","Schizophrenia","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1109","f","53","79408","Influenza","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","707","f","55","80369","Arthritis","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","548","f","57","81171","Influenza","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","761","j","59","82187","OCD","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","630","j","61","83071","Anorexia","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","886","f","63","84212","Epilepsy","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1694","f","65","86161","Asthma","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","945","f","67","87361","Meningitis","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","1010","f","69","88625","Meningitis","Physical illness","Physical illness","Physical illness","Mental illness","true",""
"","iat","736","j","71","89615","PTSD","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","775","j","73","90645","Depression","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","588","j","75","91488","PTSD","Mental illness","Mental illness","Physical illness","Mental illness","true",""
"","iat","1794","f","78","100987","Inclusivity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","806","f","80","102048","Fluidity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","1968","j","82","104270","Biological","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1631","f","84","106156","Nonbinary","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","967","j","86","107377","Heteronormative","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","911","j","88","108543","Cissexual","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","1312","j","90","110110","Straight","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","773","j","92","111138","Cisgendered","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","702","f","94","112094","Diversity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","726","f","96","113075","Pansexual","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","657","j","98","113986","Heteronormative","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","878","f","100","115119","Genderqueer","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","1135","j","102","116509","Cissexual","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","728","j","104","117491","Heterosexual","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","602","f","106","118348","Nonbinary","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","645","f","108","119247","Diversity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
"","iat","1014","j","110","120515","Heterosexual","Cishet","Cishet","LGBTQ+","Cishet","true",""
"","iat","592","f","112","121361","Fluidity","LGBTQ+","LGBTQ+","LGBTQ+","Cishet","true",""
